SKU Code,Brand Code,Category,Bill Number,Store Code,Sale Date,Sale/Return,MRP,Sales Price,Sales Qty
SKU0585,BRAND026,Cat01,BILL01480,Store 2,2017-07-08,Sale,65.33,65.33,1
SKU0334,BRAND014,Cat01,BILL01481,Store 2,2017-07-08,Sale,65.33,65.33,1
SKU0503,BRAND006,Cat01,BILL01482,Store 2,2017-07-08,Sale,54.67,54.67,1
SKU0510,BRAND012,Cat01,BILL01483,Store 2,2017-07-08,Sale,28.0,28.0,1
SKU0550,BRAND016,Cat03,BILL01484,Store 2,2017-07-08,Sale,9.47,9.47,1
SKU0586,BRAND011,Cat01,BILL01485,Store 2,2017-07-08,Sale,85.33,85.33,1
SKU0586,BRAND011,Cat01,BILL01485,Store 2,2017-07-08,Sale,85.33,85.33,1
SKU0587,BRAND005,Cat01,BILL01486,Store 2,2017-07-08,Sale,65.33,65.33,1
SKU0231,BRAND003,Cat01,BILL01487,Store 2,2017-07-08,Sale,32.0,32.0,1
SKU0588,BRAND009,Cat01,BILL01488,Store 2,2017-07-08,Sale,74.67,74.67,1
SKU0470,BRAND001,Cat01,BILL01489,Store 2,2017-07-08,Sale,54.67,54.67,1
SKU0589,BRAND024,Cat01,BILL01490,Store 2,2017-07-08,Sale,45.33,45.33,1
SKU0185,BRAND005,Cat01,BILL01491,Store 2,2017-07-08,Sale,70.67,70.67,1
SKU0155,BRAND011,Cat01,BILL01492,Store 2,2017-07-08,Sale,41.33,41.33,1
SKU0339,BRAND017,Cat01,BILL01493,Store 2,2017-07-08,Sale,66.67,66.67,1
SKU0373,BRAND001,Cat01,BILL01494,Store 2,2017-07-09,Sale,79.33,79.33,1
SKU0220,BRAND009,Cat01,BILL01495,Store 2,2017-07-09,Sale,88.0,88.0,1
SKU0561,BRAND007,Cat01,BILL01495,Store 2,2017-07-09,Sale,73.33,73.33,1
SKU0088,BRAND007,Cat01,BILL01495,Store 2,2017-07-09,Sale,50.67,50.67,1
SKU0590,BRAND011,Cat01,BILL01496,Store 2,2017-07-09,Sale,41.33,41.33,1
SKU0185,BRAND005,Cat01,BILL01497,Store 2,2017-07-09,Sale,69.33,69.33,1
SKU0578,BRAND025,Cat01,BILL01498,Store 2,2017-07-09,Sale,85.33,85.33,1
SKU0054,BRAND001,Cat01,BILL01499,Store 2,2017-07-09,Sale,80.0,80.0,1
SKU0080,BRAND005,Cat01,BILL01500,Store 2,2017-07-09,Sale,74.67,74.67,1
SKU0113,BRAND007,Cat01,BILL01501,Store 2,2017-07-09,Sale,74.67,74.67,1
SKU0122,BRAND001,Cat01,BILL01502,Store 2,2017-07-09,Sale,44.0,44.0,1
SKU0085,BRAND017,Cat01,BILL01503,Store 2,2017-07-09,Sale,78.67,78.67,1
SKU0219,BRAND011,Cat01,BILL01503,Store 2,2017-07-09,Sale,46.67,46.67,1
SKU0012,BRAND008,Cat01,BILL01504,Store 2,2017-07-10,Sale,40.67,40.67,1
SKU0460,BRAND002,Cat01,BILL01505,Store 2,2017-07-10,Sale,99.67,99.67,1
SKU0591,BRAND025,Cat01,BILL01506,Store 2,2017-07-10,Sale,72.0,72.0,1
SKU0057,BRAND009,Cat01,BILL01507,Store 2,2017-07-10,Sale,64.67,64.67,1
SKU0349,BRAND001,Cat01,BILL01508,Store 2,2017-07-10,Sale,68.0,68.0,1
SKU0180,BRAND007,Cat01,BILL01509,Store 2,2017-07-10,Sale,77.33,77.33,1
SKU0580,BRAND008,Cat01,BILL01509,Store 2,2017-07-10,Sale,40.67,40.67,1
SKU0564,BRAND009,Cat01,BILL01510,Store 2,2017-07-10,Sale,100.0,100.0,1
SKU0405,BRAND013,Cat01,BILL01511,Store 2,2017-07-10,Sale,49.33,49.33,1
SKU0360,BRAND017,Cat01,BILL01512,Store 2,2017-07-10,Sale,86.67,86.67,1
SKU0085,BRAND017,Cat01,BILL01512,Store 2,2017-07-10,Sale,78.67,78.67,1
SKU0409,BRAND017,Cat01,BILL01512,Store 2,2017-07-10,Sale,78.67,78.67,1
SKU0461,BRAND011,Cat01,BILL01513,Store 2,2017-07-10,Sale,50.67,50.67,1
SKU0098,BRAND016,Cat03,BILL01514,Store 2,2017-07-11,Sale,9.47,9.47,1
SKU0296,BRAND009,Cat01,BILL01515,Store 2,2017-07-11,Sale,68.0,68.0,1
SKU0592,BRAND021,Cat01,BILL01516,Store 2,2017-07-11,Sale,66.67,66.67,1
SKU0207,BRAND006,Cat01,BILL01517,Store 2,2017-07-11,Sale,72.0,72.0,1
SKU0102,BRAND011,Cat01,BILL01518,Store 2,2017-07-11,Sale,64.0,64.0,1
SKU0353,BRAND001,Cat01,BILL01519,Store 2,2017-07-11,Sale,52.0,52.0,1
SKU0220,BRAND009,Cat01,BILL01520,Store 2,2017-07-11,Sale,88.0,88.0,1
SKU0573,BRAND025,Cat01,BILL01521,Store 2,2017-07-11,Sale,85.33,85.33,1
SKU0051,BRAND003,Cat01,BILL01522,Store 2,2017-07-11,Sale,32.0,32.0,1
SKU0012,BRAND008,Cat01,BILL01523,Store 2,2017-07-11,Sale,40.67,40.67,1
SKU0398,BRAND007,Cat01,BILL01524,Store 2,2017-07-11,Sale,52.0,52.0,1
SKU0475,BRAND006,Cat01,BILL01525,Store 2,2017-07-11,Sale,81.33,81.33,1
SKU0111,BRAND001,Cat01,BILL01526,Store 2,2017-07-12,Sale,54.0,54.0,1
SKU0101,BRAND001,Cat01,BILL01527,Store 2,2017-07-12,Sale,68.0,68.0,1
SKU0479,BRAND007,Cat01,BILL01527,Store 2,2017-07-12,Sale,50.67,50.67,1
SKU0503,BRAND006,Cat01,BILL01528,Store 2,2017-07-12,Sale,54.67,54.67,1
SKU0392,BRAND001,Cat01,BILL01529,Store 2,2017-07-12,Sale,81.33,81.33,1
SKU0206,BRAND003,Cat01,BILL01530,Store 2,2017-07-12,Sale,80.0,80.0,1
SKU0585,BRAND026,Cat01,BILL01531,Store 2,2017-07-13,Sale,65.33,65.33,1
SKU0580,BRAND008,Cat01,BILL01532,Store 2,2017-07-13,Sale,40.67,40.67,1
SKU0144,BRAND014,Cat01,BILL01533,Store 2,2017-07-13,Sale,70.67,70.67,1
SKU0163,BRAND019,Cat01,BILL01534,Store 2,2017-07-13,Sale,33.33,33.33,1
SKU0377,BRAND003,Cat01,BILL01535,Store 2,2017-07-13,Sale,80.0,80.0,1
SKU0117,BRAND017,Cat01,BILL01535,Store 2,2017-07-13,Sale,66.67,66.67,1
SKU0041,BRAND002,Cat01,BILL01535,Store 2,2017-07-13,Sale,66.0,66.0,1
SKU0593,BRAND025,Cat01,BILL01535,Store 2,2017-07-13,Sale,65.33,65.33,1
SKU0153,BRAND014,Cat01,BILL01536,Store 2,2017-07-13,Sale,89.33,89.33,1
SKU0576,BRAND003,Cat01,BILL01536,Store 2,2017-07-13,Sale,80.0,80.0,1
SKU0180,BRAND007,Cat01,BILL01537,Store 2,2017-07-13,Sale,77.33,77.33,1
SKU0286,BRAND014,Cat01,BILL01537,Store 2,2017-07-13,Sale,60.0,60.0,1
SKU0531,BRAND011,Cat01,BILL01537,Store 2,2017-07-13,Sale,52.67,52.67,1
SKU0273,BRAND007,Cat01,BILL01538,Store 2,2017-07-13,Sale,50.67,50.67,1
SKU0588,BRAND009,Cat01,BILL01539,Store 2,2017-07-13,Sale,74.67,74.67,1
SKU0369,BRAND009,Cat01,BILL01540,Store 2,2017-07-13,Sale,95.33,95.33,1
SKU0101,BRAND001,Cat01,BILL01541,Store 2,2017-07-13,Sale,68.0,68.0,1
SKU0251,BRAND011,Cat01,BILL01541,Store 2,2017-07-13,Sale,64.0,64.0,1
SKU0403,BRAND007,Cat01,BILL01542,Store 2,2017-07-13,Sale,81.33,81.33,1
SKU0270,BRAND014,Cat01,BILL01543,Store 2,2017-07-13,Sale,89.33,89.33,1
SKU0051,BRAND003,Cat01,BILL01543,Store 2,2017-07-13,Sale,32.0,32.0,1
SKU0352,BRAND009,Cat01,BILL01544,Store 2,2017-07-14,Sale,52.0,52.0,1
SKU0049,BRAND008,Cat01,BILL01544,Store 2,2017-07-14,Sale,39.87,39.87,1
SKU0163,BRAND019,Cat01,BILL01545,Store 2,2017-07-14,Sale,33.33,33.33,1
SKU0257,BRAND001,Cat01,BILL01546,Store 2,2017-07-14,Sale,68.0,68.0,1
SKU0445,BRAND007,Cat01,BILL01547,Store 2,2017-07-14,Sale,74.67,74.67,1
SKU0594,BRAND012,Cat01,BILL01548,Store 2,2017-07-14,Sale,39.33,39.33,1
SKU0403,BRAND007,Cat01,BILL01549,Store 2,2017-07-14,Sale,81.33,81.33,1
SKU0554,BRAND024,Cat01,BILL01549,Store 2,2017-07-14,Sale,64.0,64.0,1
SKU0588,BRAND009,Cat01,BILL01550,Store 2,2017-07-14,Sale,74.67,74.67,1
SKU0403,BRAND007,Cat01,BILL01551,Store 2,2017-07-14,Sale,81.33,81.33,1
SKU0401,BRAND009,Cat01,BILL01551,Store 2,2017-07-14,Sale,57.33,57.33,1
SKU0478,BRAND011,Cat01,BILL01551,Store 2,2017-07-14,Sale,50.67,50.67,1
SKU0260,BRAND019,Cat01,BILL01551,Store 2,2017-07-14,Sale,44.0,44.0,1
SKU0590,BRAND011,Cat01,BILL01552,Store 2,2017-07-14,Sale,41.33,41.33,1
SKU0234,BRAND001,Cat01,BILL01553,Store 2,2017-07-14,Sale,75.33,75.33,1
SKU0126,BRAND010,Cat02,BILL01553,Store 2,2017-07-14,Sale,6.6,6.6,1
SKU0595,BRAND010,Cat02,BILL01553,Store 2,2017-07-14,Sale,6.33,6.33,1
SKU0024,BRAND010,Cat02,BILL01553,Store 2,2017-07-14,Sale,6.33,6.33,1
SKU0545,BRAND005,Cat01,BILL01554,Store 2,2017-07-14,Sale,70.67,70.67,1
SKU0440,BRAND019,Cat01,BILL01555,Store 2,2017-07-14,Sale,44.0,44.0,1
SKU0470,BRAND001,Cat01,BILL01556,Store 2,2017-07-14,Sale,54.67,54.67,1
SKU0219,BRAND011,Cat01,BILL01557,Store 2,2017-07-14,Sale,46.67,46.67,1
SKU0206,BRAND003,Cat01,BILL01558,Store 2,2017-07-14,Sale,80.0,80.0,1
SKU0219,BRAND011,Cat01,BILL01558,Store 2,2017-07-14,Sale,46.67,46.67,1
SKU0573,BRAND025,Cat01,BILL01559,Store 2,2017-07-14,Sale,85.33,85.33,1
SKU0500,BRAND003,Cat01,BILL01560,Store 2,2017-07-14,Sale,82.67,82.67,1
SKU0286,BRAND014,Cat01,BILL01561,Store 2,2017-07-14,Sale,60.0,60.0,1
SKU0586,BRAND011,Cat01,BILL01562,Store 2,2017-07-14,Sale,85.33,85.33,1
SKU0365,BRAND007,Cat01,BILL01562,Store 2,2017-07-14,Sale,68.67,68.67,1
SKU0139,BRAND009,Cat01,BILL01563,Store 2,2017-07-14,Sale,72.0,72.0,1
SKU0251,BRAND011,Cat01,BILL01564,Store 2,2017-07-14,Sale,64.0,64.0,1
SKU0120,BRAND011,Cat01,BILL01565,Store 2,2017-07-14,Sale,72.67,72.67,1
SKU0176,BRAND002,Cat01,BILL01566,Store 2,2017-07-14,Sale,113.33,113.33,1
SKU0054,BRAND001,Cat01,BILL01567,Store 2,2017-07-14,Sale,80.0,80.0,1
SKU0189,BRAND008,Cat01,BILL01568,Store 2,2017-07-14,Sale,39.87,39.87,1
SKU0562,BRAND002,Cat01,BILL01569,Store 2,2017-07-14,Sale,74.67,74.67,1
SKU0448,BRAND015,Cat01,BILL01570,Store 2,2017-07-14,Sale,59.33,59.33,1
SKU0448,BRAND015,Cat01,BILL01571,Store 2,2017-07-14,Sale,59.33,59.33,1
SKU0007,BRAND005,Cat01,BILL01572,Store 2,2017-07-14,Sale,77.33,77.33,1
SKU0257,BRAND001,Cat01,BILL01572,Store 2,2017-07-14,Sale,68.0,68.0,1
SKU0596,BRAND009,Cat01,BILL01573,Store 2,2017-07-15,Sale,60.0,60.0,1
SKU0597,BRAND025,Cat01,BILL01574,Store 2,2017-07-15,Sale,100.0,100.0,1
SKU0578,BRAND025,Cat01,BILL01574,Store 2,2017-07-15,Sale,85.33,85.33,1
SKU0285,BRAND009,Cat01,BILL01575,Store 2,2017-07-15,Sale,42.67,42.67,1
SKU0176,BRAND002,Cat01,BILL01576,Store 2,2017-07-15,Sale,113.33,113.33,1
SKU0159,BRAND017,Cat01,BILL01576,Store 2,2017-07-15,Sale,105.33,105.33,1
SKU0396,BRAND009,Cat01,BILL01577,Store 2,2017-07-15,Sale,72.0,72.0,1
SKU0598,BRAND008,Cat01,BILL01577,Store 2,2017-07-15,Sale,39.87,39.87,1
SKU0159,BRAND017,Cat01,BILL01578,Store 2,2017-07-15,Sale,105.33,105.33,1
SKU0407,BRAND017,Cat01,BILL01579,Store 2,2017-07-15,Sale,113.33,113.33,1
SKU0275,BRAND002,Cat01,BILL01579,Store 2,2017-07-15,Sale,94.67,94.67,1
SKU0558,BRAND025,Cat01,BILL01579,Store 2,2017-07-15,Sale,93.33,93.33,1
SKU0216,BRAND016,Cat04,BILL01580,Store 2,2017-07-15,Sale,10.8,10.8,1
SKU0422,BRAND001,Cat01,BILL01581,Store 2,2017-07-15,Sale,68.0,68.0,1
SKU0389,BRAND002,Cat01,BILL01582,Store 2,2017-07-15,Sale,136.0,136.0,1
SKU0020,BRAND007,Cat01,BILL01583,Store 2,2017-07-15,Sale,54.67,54.67,1
SKU0598,BRAND008,Cat01,BILL01583,Store 2,2017-07-15,Sale,39.87,39.87,1
SKU0153,BRAND014,Cat01,BILL01584,Store 2,2017-07-15,Sale,89.33,89.33,1
SKU0385,BRAND003,Cat01,BILL01585,Store 2,2017-07-15,Sale,86.67,86.67,1
SKU0031,BRAND007,Cat01,BILL01586,Store 2,2017-07-15,Sale,58.67,58.67,1
SKU0474,BRAND007,Cat01,BILL01587,Store 2,2017-07-15,Sale,65.33,65.33,1
SKU0355,BRAND007,Cat01,BILL01588,Store 2,2017-07-15,Sale,52.0,52.0,1
SKU0396,BRAND009,Cat01,BILL01589,Store 2,2017-07-15,Sale,72.0,72.0,1
SKU0452,BRAND009,Cat01,BILL01590,Store 2,2017-07-15,Sale,112.0,112.0,1
SKU0231,BRAND003,Cat01,BILL01591,Store 2,2017-07-16,Sale,32.0,32.0,1
SKU0355,BRAND007,Cat01,BILL01592,Store 2,2017-07-16,Sale,52.0,52.0,1
SKU0027,BRAND001,Cat01,BILL01593,Store 2,2017-07-16,Sale,72.0,72.0,1
SKU0257,BRAND001,Cat01,BILL01594,Store 2,2017-07-16,Sale,68.0,68.0,1
SKU0251,BRAND011,Cat01,BILL01595,Store 2,2017-07-16,Sale,64.0,64.0,1
SKU0500,BRAND003,Cat01,BILL01596,Store 2,2017-07-16,Sale,82.67,82.67,1
SKU0014,BRAND009,Cat01,BILL01597,Store 2,2017-07-16,Sale,67.33,67.33,1
SKU0575,BRAND008,Cat01,BILL01598,Store 2,2017-07-16,Sale,37.2,37.2,1
SKU0229,BRAND003,Cat01,BILL01599,Store 2,2017-07-16,Sale,69.33,69.33,1
SKU0067,BRAND003,Cat01,BILL01600,Store 2,2017-07-16,Sale,61.33,61.33,1
SKU0440,BRAND019,Cat01,BILL01600,Store 2,2017-07-16,Sale,44.0,44.0,1
SKU0452,BRAND009,Cat01,BILL01601,Store 2,2017-07-16,Sale,112.0,112.0,1
SKU0557,BRAND009,Cat01,BILL01601,Store 2,2017-07-16,Sale,72.0,72.0,1
SKU0576,BRAND003,Cat01,BILL01602,Store 2,2017-07-16,Sale,80.0,80.0,1
SKU0222,BRAND008,Cat01,BILL01602,Store 2,2017-07-16,Sale,40.67,40.67,1
SKU0314,BRAND007,Cat01,BILL01603,Store 2,2017-07-16,Sale,65.33,65.33,1
SKU0440,BRAND019,Cat01,BILL01604,Store 2,2017-07-17,Sale,44.0,44.0,1
SKU0251,BRAND011,Cat01,BILL01605,Store 2,2017-07-17,Sale,64.0,64.0,1
SKU0083,BRAND014,Cat01,BILL01606,Store 2,2017-07-17,Sale,84.0,84.0,1
SKU0034,BRAND011,Cat01,BILL01607,Store 2,2017-07-17,Sale,37.33,37.33,1
SKU0500,BRAND003,Cat01,BILL01608,Store 2,2017-07-17,Sale,82.67,82.67,1
SKU0500,BRAND003,Cat01,BILL01608,Store 2,2017-07-17,Sale,82.67,82.67,1
SKU0339,BRAND017,Cat01,BILL01609,Store 2,2017-07-17,Sale,66.67,66.67,1
SKU0599,BRAND002,Cat01,BILL01610,Store 2,2017-07-17,Sale,74.0,74.0,1
SKU0413,BRAND011,Cat01,BILL01611,Store 2,2017-07-17,Sale,72.0,72.0,1
SKU0260,BRAND019,Cat01,BILL01611,Store 2,2017-07-17,Sale,44.0,44.0,1
SKU0575,BRAND008,Cat01,BILL01611,Store 2,2017-07-17,Sale,37.2,37.2,1
SKU0222,BRAND008,Cat01,BILL01612,Store 2,2017-07-17,Sale,40.67,40.67,1
SKU0413,BRAND011,Cat01,BILL01613,Store 2,2017-07-17,Sale,66.0,66.0,1
SKU0293,BRAND007,Cat01,BILL01614,Store 2,2017-07-17,Sale,89.33,89.33,1
SKU0600,BRAND015,Cat01,BILL01614,Store 2,2017-07-17,Sale,60.0,60.0,1
SKU0440,BRAND019,Cat01,BILL01614,Store 2,2017-07-17,Sale,44.0,44.0,1
SKU0159,BRAND017,Cat01,BILL01615,Store 2,2017-07-18,Sale,105.33,105.33,1
SKU0206,BRAND003,Cat01,BILL01615,Store 2,2017-07-18,Sale,80.0,80.0,1
SKU0111,BRAND001,Cat01,BILL01616,Store 2,2017-07-18,Sale,54.0,54.0,1
SKU0596,BRAND009,Cat01,BILL01617,Store 2,2017-07-18,Sale,60.0,60.0,1
SKU0139,BRAND009,Cat01,BILL01618,Store 2,2017-07-18,Sale,72.0,72.0,1
SKU0102,BRAND011,Cat01,BILL01619,Store 2,2017-07-18,Sale,66.0,66.0,1
SKU0357,BRAND002,Cat01,BILL01620,Store 2,2017-07-18,Sale,102.33,102.33,1
SKU0278,BRAND013,Cat01,BILL01620,Store 2,2017-07-18,Sale,54.67,54.67,1
SKU0323,BRAND001,Cat01,BILL01621,Store 2,2017-07-18,Sale,56.67,56.67,1
SKU0547,BRAND014,Cat01,BILL01622,Store 2,2017-07-18,Sale,57.33,57.33,1
SKU0601,BRAND011,Cat01,BILL01623,Store 2,2017-07-18,Sale,46.67,46.67,1
SKU0575,BRAND008,Cat01,BILL01624,Store 2,2017-07-18,Sale,37.2,37.2,1
SKU0159,BRAND017,Cat01,BILL01625,Store 2,2017-07-18,Sale,105.33,105.33,1
SKU0452,BRAND009,Cat01,BILL01626,Store 2,2017-07-18,Sale,112.0,112.0,1
SKU0602,BRAND009,Cat01,BILL01626,Store 2,2017-07-18,Sale,84.0,84.0,1
SKU0440,BRAND019,Cat01,BILL01626,Store 2,2017-07-18,Sale,44.0,44.0,1
SKU0602,BRAND009,Cat01,BILL01627,Store 2,2017-07-18,Sale,84.0,84.0,1
SKU0596,BRAND009,Cat01,BILL01628,Store 2,2017-07-18,Sale,60.0,60.0,1
SKU0412,BRAND019,Cat01,BILL01628,Store 2,2017-07-18,Sale,44.0,44.0,1
SKU0602,BRAND009,Cat01,BILL01629,Store 2,2017-07-18,Sale,84.0,84.0,1
SKU0592,BRAND021,Cat01,BILL01630,Store 2,2017-07-19,Sale,66.67,66.67,1
SKU0531,BRAND011,Cat01,BILL01631,Store 2,2017-07-19,Sale,52.67,52.67,1
SKU0159,BRAND017,Cat01,BILL01632,Store 2,2017-07-19,Sale,105.33,105.33,1
SKU0383,BRAND001,Cat01,BILL01633,Store 2,2017-07-19,Sale,54.67,54.67,1
