SKU Code,Brand Code,Category,Bill Number,Store Code,Sale Date,Sale/Return,MRP,Sales Price,Sales Qty
SKU0010,BRAND003,Cat01,BILL09860,Store 6,2017-01-04,Sale,77.33,77.33,1
SKU0576,BRAND003,Cat01,BILL09861,Store 6,2017-01-04,Sale,80.0,80.0,1
SKU1630,BRAND007,Cat01,BILL09862,Store 6,2017-01-04,Sale,62.67,62.67,1
SKU0113,BRAND007,Cat01,BILL09863,Store 6,2017-01-05,Sale,68.0,68.0,1
SKU0010,BRAND003,Cat01,BILL09864,Store 6,2017-01-05,Sale,77.33,77.33,1
SKU2672,BRAND139,Cat01,BILL09865,Store 6,2017-01-05,Sale,79.33,79.33,1
SKU0401,BRAND009,Cat01,BILL09866,Store 6,2017-01-05,Sale,57.33,57.33,1
SKU2673,BRAND140,Cat01,BILL09867,Store 6,2017-01-05,Sale,71.33,71.33,1
SKU0170,BRAND007,Cat01,BILL09867,Store 6,2017-01-05,Sale,37.33,37.33,1
SKU2674,BRAND002,Cat01,BILL09867,Store 6,2017-01-05,Sale,0.0,0.0,1
SKU2675,BRAND031,Cat01,BILL09868,Store 6,2017-01-05,Sale,41.67,41.67,1
SKU0145,BRAND007,Cat01,BILL09869,Store 6,2017-01-06,Sale,77.33,77.33,1
SKU2676,BRAND138,Cat01,BILL09870,Store 6,2017-01-06,Sale,42.67,42.67,1
SKU2677,BRAND010,Cat02,BILL09870,Store 6,2017-01-06,Sale,0.0,0.0,1
SKU0345,BRAND018,Cat01,BILL09871,Store 6,2017-01-06,Sale,78.0,78.0,1
SKU0722,BRAND011,Cat01,BILL09872,Store 6,2017-01-06,Sale,66.0,66.0,1
SKU0990,BRAND013,Cat01,BILL09873,Store 6,2017-01-06,Sale,72.0,72.0,1
SKU1632,BRAND037,Cat01,BILL09874,Store 6,2017-01-06,Sale,90.67,90.67,1
SKU1991,BRAND022,Cat01,BILL09875,Store 6,2017-01-06,Sale,62.67,62.67,1
SKU0232,BRAND012,Cat01,BILL09876,Store 6,2017-01-06,Sale,23.33,23.33,1
SKU2678,BRAND140,Cat01,BILL09877,Store 6,2017-01-06,Sale,50.0,50.0,1
SKU0154,BRAND004,Cat01,BILL09878,Store 6,2017-01-06,Sale,86.67,86.67,1
SKU0201,BRAND006,Cat01,BILL09879,Store 6,2017-01-06,Sale,106.67,106.67,1
SKU2679,BRAND138,Cat01,BILL09880,Store 6,2017-01-07,Sale,73.33,73.33,1
SKU2679,BRAND138,Cat01,BILL09880,Store 6,2017-01-07,Sale,73.33,73.33,1
SKU0681,BRAND011,Cat01,BILL09881,Store 6,2017-01-07,Sale,62.67,62.67,1
SKU2680,BRAND031,Cat01,BILL09882,Store 6,2017-01-07,Sale,41.67,41.67,1
SKU0126,BRAND010,Cat02,BILL09883,Store 6,2017-01-07,Sale,6.6,6.6,1
SKU2680,BRAND031,Cat01,BILL09884,Store 6,2017-01-07,Sale,41.67,41.67,1
SKU2681,BRAND039,Cat01,BILL09885,Store 6,2017-01-07,Sale,97.33,97.33,1
SKU2682,BRAND014,Cat09,BILL09885,Store 6,2017-01-07,Sale,0.0,0.0,1
SKU0976,BRAND035,Cat08,BILL09886,Store 6,2017-01-07,Sale,4.67,4.67,1
SKU2683,BRAND030,Cat01,BILL09887,Store 6,2017-01-07,Sale,62.0,62.0,1
SKU2684,BRAND030,Cat01,BILL09888,Store 6,2017-01-08,Sale,82.0,82.0,1
SKU2685,BRAND135,Cat01,BILL09889,Store 6,2017-01-08,Sale,70.67,70.67,1
SKU0206,BRAND003,Cat01,BILL09890,Store 6,2017-01-08,Sale,80.0,80.0,1
SKU0727,BRAND031,Cat01,BILL09891,Store 6,2017-01-08,Sale,41.67,41.67,1
SKU1405,BRAND014,Cat01,BILL09892,Store 6,2017-01-08,Sale,55.33,55.33,1
SKU2686,BRAND030,Cat01,BILL09893,Store 6,2017-01-08,Sale,108.0,108.0,1
SKU2687,BRAND138,Cat01,BILL09894,Store 6,2017-01-08,Sale,50.67,50.67,1
SKU2675,BRAND031,Cat01,BILL09895,Store 6,2017-01-08,Sale,41.67,41.67,1
SKU2688,BRAND138,Cat01,BILL09896,Store 6,2017-01-08,Sale,72.0,72.0,1
SKU0054,BRAND001,Cat01,BILL09897,Store 6,2017-01-09,Sale,80.0,80.0,1
SKU2190,BRAND022,Cat01,BILL09898,Store 6,2017-01-09,Sale,64.0,64.0,1
SKU0157,BRAND005,Cat01,BILL09898,Store 6,2017-01-09,Sale,32.0,32.0,1
SKU2689,BRAND032,Cat01,BILL09899,Store 6,2017-01-09,Sale,73.33,73.33,1
SKU2664,BRAND030,Cat01,BILL09900,Store 6,2017-01-09,Sale,78.0,78.0,1
SKU2674,BRAND002,Cat01,BILL09900,Store 6,2017-01-09,Sale,0.0,0.0,1
SKU2690,BRAND135,Cat01,BILL09901,Store 6,2017-01-09,Sale,70.67,70.67,1
SKU1203,BRAND035,Cat08,BILL09902,Store 6,2017-01-09,Sale,4.67,4.67,1
SKU1023,BRAND035,Cat08,BILL09902,Store 6,2017-01-09,Sale,4.67,4.67,1
SKU1045,BRAND035,Cat08,BILL09902,Store 6,2017-01-09,Sale,4.67,4.67,1
SKU0054,BRAND001,Cat01,BILL09903,Store 6,2017-01-09,Sale,80.0,80.0,1
SKU0722,BRAND011,Cat01,BILL09904,Store 6,2017-01-10,Sale,66.0,66.0,1
SKU0276,BRAND003,Cat01,BILL09905,Store 6,2017-01-10,Sale,61.33,61.33,1
SKU2664,BRAND030,Cat01,BILL09906,Store 6,2017-01-10,Sale,78.0,78.0,1
SKU2691,BRAND011,Cat01,BILL09906,Store 6,2017-01-10,Sale,72.67,72.67,1
SKU2692,BRAND138,Cat01,BILL09907,Store 6,2017-01-10,Sale,81.33,81.33,1
SKU0833,BRAND011,Cat01,BILL09908,Store 6,2017-01-10,Sale,50.67,50.67,1
SKU1911,BRAND022,Cat01,BILL09909,Store 6,2017-01-10,Sale,73.33,73.33,1
SKU0879,BRAND007,Cat01,BILL09910,Store 6,2017-01-10,Sale,50.0,50.0,1
SKU0987,BRAND007,Cat01,BILL09911,Store 6,2017-01-10,Sale,65.33,65.33,1
SKU0256,BRAND008,Cat01,BILL09912,Store 6,2017-01-10,Sale,39.87,39.87,1
SKU2097,BRAND022,Cat01,BILL09913,Store 6,2017-01-10,Sale,73.33,73.33,1
SKU2203,BRAND028,Cat01,BILL09914,Store 6,2017-01-10,Sale,71.33,71.33,1
SKU2664,BRAND030,Cat01,BILL09915,Store 6,2017-01-10,Sale,78.0,78.0,1
SKU1909,BRAND028,Cat01,BILL09916,Store 6,2017-01-11,Sale,72.0,72.0,1
SKU2693,BRAND032,Cat01,BILL09917,Store 6,2017-01-11,Sale,95.33,95.33,1
SKU0879,BRAND007,Cat01,BILL09918,Store 6,2017-01-11,Sale,50.0,50.0,1
SKU0172,BRAND010,Cat02,BILL09919,Store 6,2017-01-11,Sale,23.33,23.33,1
SKU2668,BRAND022,Cat01,BILL09920,Store 6,2017-01-11,Sale,18.0,18.0,1
SKU2694,BRAND135,Cat01,BILL09921,Store 6,2017-01-11,Sale,79.33,79.33,1
SKU0524,BRAND001,Cat01,BILL09922,Store 6,2017-01-11,Sale,37.33,37.33,1
SKU2695,BRAND032,Cat01,BILL09923,Store 6,2017-01-12,Sale,17.67,17.67,1
SKU2696,BRAND032,Cat01,BILL09924,Store 6,2017-01-12,Sale,95.33,95.33,1
SKU0230,BRAND017,Cat01,BILL09925,Store 6,2017-01-12,Sale,105.33,105.33,1
SKU2697,BRAND028,Cat01,BILL09926,Store 6,2017-01-13,Sale,93.33,93.33,1
SKU2698,BRAND135,Cat01,BILL09927,Store 6,2017-01-13,Sale,62.0,62.0,1
SKU0575,BRAND008,Cat01,BILL09928,Store 6,2017-01-13,Sale,37.2,37.2,1
SKU2205,BRAND028,Cat01,BILL09929,Store 6,2017-01-14,Sale,60.0,60.0,1
SKU2699,BRAND137,Cat01,BILL09930,Store 6,2017-01-14,Sale,13.2,13.2,1
SKU0170,BRAND007,Cat01,BILL09931,Store 6,2017-01-14,Sale,37.33,37.33,1
SKU2700,BRAND010,Cat02,BILL09932,Store 6,2017-01-14,Sale,22.33,22.33,1
SKU0120,BRAND011,Cat01,BILL09933,Store 6,2017-01-14,Sale,72.67,72.67,1
SKU0728,BRAND032,Cat01,BILL09934,Store 6,2017-01-14,Sale,79.33,79.33,1
SKU2701,BRAND135,Cat01,BILL09935,Store 6,2017-01-14,Sale,79.33,79.33,1
SKU2702,BRAND030,Cat01,BILL09935,Store 6,2017-01-14,Sale,61.33,61.33,1
SKU2703,BRAND139,Cat01,BILL09936,Store 6,2017-01-14,Sale,70.67,70.67,1
SKU0772,BRAND011,Cat01,BILL09936,Store 6,2017-01-14,Sale,52.0,52.0,1
SKU2704,BRAND032,Cat01,BILL09937,Store 6,2017-01-15,Sale,64.0,64.0,1
SKU2124,BRAND022,Cat01,BILL09938,Store 6,2017-01-15,Sale,110.67,110.67,1
SKU0253,BRAND003,Cat01,BILL09938,Store 6,2017-01-15,Sale,106.67,106.67,1
SKU0966,BRAND016,Cat03,BILL09939,Store 6,2017-01-15,Sale,30.8,30.8,1
SKU0102,BRAND011,Cat01,BILL09940,Store 6,2017-01-15,Sale,64.0,64.0,1
SKU2686,BRAND030,Cat01,BILL09941,Store 6,2017-01-15,Sale,108.0,108.0,1
SKU2686,BRAND030,Cat01,BILL09941,Store 6,2017-01-15,Sale,108.0,108.0,1
SKU0230,BRAND017,Cat01,BILL09942,Store 6,2017-01-15,Sale,105.33,105.33,1
SKU0230,BRAND017,Cat01,BILL09942,Store 6,2017-01-15,Sale,105.33,105.33,1
SKU0230,BRAND017,Cat01,BILL09943,Store 6,2017-01-15,Sale,105.33,105.33,1
SKU0418,BRAND002,Cat01,BILL09943,Store 6,2017-01-15,Sale,99.0,99.0,1
SKU0418,BRAND002,Cat01,BILL09943,Store 6,2017-01-15,Sale,99.0,99.0,1
SKU0114,BRAND006,Cat01,BILL09944,Store 6,2017-01-15,Sale,72.0,72.0,1
SKU0102,BRAND011,Cat01,BILL09945,Store 6,2017-01-15,Sale,64.0,64.0,1
SKU0148,BRAND011,Cat01,BILL09946,Store 6,2017-01-15,Sale,66.0,66.0,1
SKU0104,BRAND011,Cat01,BILL09947,Store 6,2017-01-15,Sale,54.67,54.67,1
SKU0232,BRAND012,Cat01,BILL09948,Store 6,2017-01-15,Return,23.33,23.33,-1
SKU2705,BRAND005,Cat01,BILL09949,Store 6,2017-01-15,Sale,65.33,65.33,1
SKU2706,BRAND010,Cat02,BILL09949,Store 6,2017-01-15,Sale,10.33,10.33,1
SKU1970,BRAND022,Cat01,BILL09950,Store 6,2017-01-15,Sale,80.0,80.0,1
SKU2707,BRAND007,Cat01,BILL09951,Store 6,2017-01-15,Sale,65.33,65.33,1
SKU0232,BRAND012,Cat01,BILL09952,Store 6,2017-01-15,Sale,23.33,23.33,1
SKU0345,BRAND018,Cat01,BILL09953,Store 6,2017-01-16,Sale,78.0,78.0,1
SKU0170,BRAND007,Cat01,BILL09954,Store 6,2017-01-16,Sale,37.33,37.33,1
SKU0015,BRAND010,Cat02,BILL09955,Store 6,2017-01-16,Sale,17.27,17.27,1
SKU0114,BRAND006,Cat01,BILL09956,Store 6,2017-01-16,Sale,72.0,72.0,1
SKU0133,BRAND005,Cat01,BILL09957,Store 6,2017-01-17,Sale,84.0,84.0,1
SKU0145,BRAND007,Cat01,BILL09957,Store 6,2017-01-17,Sale,77.33,77.33,1
SKU0349,BRAND001,Cat01,BILL09958,Store 6,2017-01-17,Sale,68.0,68.0,1
SKU2543,BRAND022,Cat01,BILL09958,Store 6,2017-01-17,Sale,57.33,57.33,1
SKU2708,BRAND140,Cat01,BILL09959,Store 6,2017-01-17,Sale,73.33,73.33,1
SKU0348,BRAND010,Cat02,BILL09960,Store 6,2017-01-17,Sale,11.93,11.93,1
SKU0015,BRAND010,Cat02,BILL09961,Store 6,2017-01-17,Sale,17.27,17.27,1
SKU0484,BRAND010,Cat02,BILL09962,Store 6,2017-01-17,Sale,20.67,20.67,1
SKU0858,BRAND007,Cat01,BILL09963,Store 6,2017-01-17,Sale,52.0,52.0,1
SKU2709,BRAND140,Cat01,BILL09964,Store 6,2017-01-17,Sale,16.0,16.0,1
SKU0256,BRAND008,Cat01,BILL09965,Store 6,2017-01-17,Sale,39.87,39.87,1
SKU0601,BRAND011,Cat01,BILL09966,Store 6,2017-01-17,Sale,46.67,46.67,1
SKU0042,BRAND008,Cat01,BILL09967,Store 6,2017-01-17,Sale,40.67,40.67,1
SKU0289,BRAND003,Cat01,BILL09968,Store 6,2017-01-17,Sale,86.67,86.67,1
SKU0070,BRAND012,Cat01,BILL09969,Store 6,2017-01-18,Sale,32.67,32.67,1
SKU0017,BRAND005,Cat01,BILL09970,Store 6,2017-01-18,Sale,69.33,69.33,1
SKU2665,BRAND032,Cat01,BILL09971,Store 6,2017-01-18,Sale,79.33,79.33,1
SKU2710,BRAND028,Cat01,BILL09971,Store 6,2017-01-18,Sale,70.67,70.67,1
SKU0256,BRAND008,Cat01,BILL09972,Store 6,2017-01-18,Sale,39.87,39.87,1
SKU2711,BRAND137,Cat01,BILL09973,Store 6,2017-01-18,Sale,13.2,13.2,1
SKU0879,BRAND007,Cat01,BILL09974,Store 6,2017-01-18,Sale,50.0,50.0,1
SKU2712,BRAND013,Cat01,BILL09975,Store 6,2017-01-18,Sale,72.0,72.0,1
SKU0153,BRAND014,Cat01,BILL09976,Store 6,2017-01-18,Sale,81.33,81.33,1
SKU1024,BRAND013,Cat01,BILL09977,Store 6,2017-01-18,Sale,57.33,57.33,1
SKU2713,BRAND005,Cat01,BILL09978,Store 6,2017-01-18,Sale,49.33,49.33,1
SKU2714,BRAND030,Cat01,BILL09978,Store 6,2017-01-18,Sale,32.0,32.0,1
SKU0163,BRAND019,Cat01,BILL09979,Store 6,2017-01-18,Sale,33.33,33.33,1
SKU0035,BRAND004,Cat01,BILL09980,Store 6,2017-01-18,Sale,86.67,86.67,1
SKU0174,BRAND007,Cat01,BILL09981,Store 6,2017-01-18,Sale,16.0,16.0,1
SKU2678,BRAND140,Cat01,BILL09982,Store 6,2017-01-19,Sale,50.0,50.0,1
SKU0051,BRAND003,Cat01,BILL09982,Store 6,2017-01-19,Sale,32.0,32.0,1
SKU0019,BRAND010,Cat02,BILL09983,Store 6,2017-01-19,Sale,23.33,23.33,1
SKU0976,BRAND035,Cat08,BILL09983,Store 6,2017-01-19,Sale,4.67,4.67,1
SKU2679,BRAND138,Cat01,BILL09984,Store 6,2017-01-19,Return,73.33,73.33,-1
SKU2715,BRAND022,Cat01,BILL09984,Store 6,2017-01-19,Return,52.0,52.0,-1
SKU2716,BRAND135,Cat01,BILL09985,Store 6,2017-01-19,Sale,62.0,62.0,1
SKU0163,BRAND019,Cat01,BILL09986,Store 6,2017-01-19,Sale,33.33,33.33,1
SKU2717,BRAND031,Cat01,BILL09986,Store 6,2017-01-19,Sale,31.67,31.67,1
SKU1118,BRAND006,Cat01,BILL09987,Store 6,2017-01-19,Sale,54.67,54.67,1
SKU0209,BRAND011,Cat01,BILL09988,Store 6,2017-01-19,Sale,41.33,41.33,1
SKU2718,BRAND010,Cat02,BILL09988,Store 6,2017-01-19,Sale,13.0,13.0,1
SKU2719,BRAND138,Cat01,BILL09989,Store 6,2017-01-19,Sale,73.33,73.33,1
SKU2715,BRAND022,Cat01,BILL09989,Store 6,2017-01-19,Sale,52.0,52.0,1
SKU0104,BRAND011,Cat01,BILL09990,Store 6,2017-01-19,Sale,54.67,54.67,1
SKU0127,BRAND016,Cat03,BILL09991,Store 6,2017-01-19,Sale,19.87,19.87,1
SKU0011,BRAND001,Cat01,BILL09992,Store 6,2017-01-19,Sale,68.0,68.0,1
SKU0242,BRAND013,Cat01,BILL09993,Store 6,2017-01-19,Sale,49.33,49.33,1
SKU2686,BRAND030,Cat01,BILL09994,Store 6,2017-01-19,Sale,108.0,108.0,1
SKU2720,BRAND141,Cat01,BILL09994,Store 6,2017-01-19,Sale,85.33,85.33,1
SKU2721,BRAND137,Cat01,BILL09995,Store 6,2017-01-19,Sale,93.33,93.33,1
SKU1927,BRAND028,Cat01,BILL09995,Store 6,2017-01-19,Sale,64.0,64.0,1
SKU2722,BRAND028,Cat01,BILL09996,Store 6,2017-01-19,Sale,92.67,92.67,1
SKU2723,BRAND030,Cat01,BILL09996,Store 6,2017-01-19,Sale,61.33,61.33,1
SKU2724,BRAND032,Cat01,BILL09997,Store 6,2017-01-20,Sale,46.67,46.67,1
SKU0103,BRAND014,Cat01,BILL09998,Store 6,2017-01-20,Sale,82.67,82.67,1
SKU0007,BRAND005,Cat01,BILL09999,Store 6,2017-01-20,Sale,77.33,77.33,1
SKU2203,BRAND028,Cat01,BILL10000,Store 6,2017-01-20,Sale,81.33,81.33,1
SKU0413,BRAND011,Cat01,BILL10001,Store 6,2017-01-20,Sale,66.0,66.0,1
SKU2665,BRAND032,Cat01,BILL10002,Store 6,2017-01-20,Sale,79.33,79.33,1
SKU2725,BRAND003,Cat09,BILL10002,Store 6,2017-01-20,Sale,0.0,0.0,1
SKU2726,BRAND139,Cat01,BILL10003,Store 6,2017-01-20,Sale,90.67,90.67,1
SKU2720,BRAND141,Cat01,BILL10003,Store 6,2017-01-20,Sale,85.33,85.33,1
SKU0060,BRAND004,Cat01,BILL10004,Store 6,2017-01-20,Sale,68.0,68.0,1
SKU0120,BRAND011,Cat01,BILL10005,Store 6,2017-01-20,Sale,72.67,72.67,1
SKU2704,BRAND032,Cat01,BILL10006,Store 6,2017-01-20,Sale,64.0,64.0,1
SKU2676,BRAND138,Cat01,BILL10007,Store 6,2017-01-20,Sale,42.67,42.67,1
SKU2727,BRAND006,Cat01,BILL10008,Store 6,2017-01-20,Sale,73.33,73.33,1
SKU0934,BRAND035,Cat08,BILL10009,Store 6,2017-01-21,Sale,5.33,5.33,1
SKU1043,BRAND035,Cat08,BILL10009,Store 6,2017-01-21,Sale,4.67,4.67,1
SKU1044,BRAND035,Cat08,BILL10009,Store 6,2017-01-21,Sale,4.67,4.67,1
SKU1993,BRAND022,Cat01,BILL10010,Store 6,2017-01-21,Sale,36.33,36.33,1
SKU0036,BRAND012,Cat01,BILL10011,Store 6,2017-01-21,Sale,23.33,23.33,1
SKU2728,BRAND032,Cat01,BILL10012,Store 6,2017-01-21,Sale,72.0,72.0,1
SKU2698,BRAND135,Cat01,BILL10012,Store 6,2017-01-21,Sale,62.0,62.0,1
SKU2715,BRAND022,Cat01,BILL10012,Store 6,2017-01-21,Sale,52.0,52.0,1
SKU0036,BRAND012,Cat01,BILL10013,Store 6,2017-01-21,Sale,23.33,23.33,1
SKU2728,BRAND032,Cat01,BILL10014,Store 6,2017-01-21,Sale,72.0,72.0,1
SKU0336,BRAND017,Cat01,BILL10015,Store 6,2017-01-21,Sale,93.33,93.33,1
SKU0345,BRAND018,Cat01,BILL10015,Store 6,2017-01-21,Sale,84.67,84.67,1
SKU2729,BRAND139,Cat01,BILL10015,Store 6,2017-01-21,Sale,70.67,70.67,1
SKU0118,BRAND017,Cat01,BILL10015,Store 6,2017-01-21,Sale,66.67,66.67,1
SKU2730,BRAND031,Cat01,BILL10015,Store 6,2017-01-21,Sale,66.0,66.0,1
SKU2730,BRAND031,Cat01,BILL10015,Store 6,2017-01-21,Sale,66.0,66.0,1
SKU0422,BRAND001,Cat01,BILL10016,Store 6,2017-01-21,Sale,68.0,68.0,1
SKU2688,BRAND138,Cat01,BILL10017,Store 6,2017-01-22,Sale,72.0,72.0,1
SKU1630,BRAND007,Cat01,BILL10018,Store 6,2017-01-22,Sale,62.67,62.67,1
SKU0728,BRAND032,Cat01,BILL10019,Store 6,2017-01-22,Sale,79.33,79.33,1
SKU1114,BRAND001,Cat01,BILL10020,Store 6,2017-01-22,Sale,50.0,50.0,1
SKU0122,BRAND001,Cat01,BILL10021,Store 6,2017-01-22,Sale,44.0,44.0,1
SKU2124,BRAND022,Cat01,BILL10022,Store 6,2017-01-22,Sale,110.67,110.67,1
SKU2681,BRAND039,Cat01,BILL10022,Store 6,2017-01-22,Sale,97.33,97.33,1
SKU0358,BRAND006,Cat01,BILL10023,Store 6,2017-01-22,Sale,62.67,62.67,1
SKU0339,BRAND017,Cat01,BILL10024,Store 6,2017-01-22,Sale,66.67,66.67,1
SKU0259,BRAND005,Cat01,BILL10025,Store 6,2017-01-23,Sale,85.33,85.33,1
SKU0703,BRAND001,Cat01,BILL10026,Store 6,2017-01-23,Sale,74.0,74.0,1
SKU2712,BRAND013,Cat01,BILL10026,Store 6,2017-01-23,Sale,68.0,68.0,1
SKU0036,BRAND012,Cat01,BILL10027,Store 6,2017-01-23,Sale,23.33,23.33,1
SKU0384,BRAND001,Cat01,BILL10028,Store 6,2017-01-23,Sale,56.67,56.67,1
SKU2731,BRAND138,Cat01,BILL10029,Store 6,2017-01-23,Sale,89.33,89.33,1
SKU2732,BRAND139,Cat01,BILL10029,Store 6,2017-01-23,Sale,77.33,77.33,1
SKU2733,BRAND016,Cat03,BILL10029,Store 6,2017-01-23,Sale,20.13,20.13,1
SKU0102,BRAND011,Cat01,BILL10030,Store 6,2017-01-23,Sale,64.0,64.0,1
SKU0500,BRAND003,Cat01,BILL10031,Store 6,2017-01-23,Sale,82.67,82.67,1
SKU0219,BRAND011,Cat01,BILL10032,Store 6,2017-01-23,Sale,46.67,46.67,1
SKU0795,BRAND011,Cat01,BILL10033,Store 6,2017-01-24,Sale,37.33,37.33,1
SKU2734,BRAND030,Cat01,BILL10034,Store 6,2017-01-24,Sale,68.0,68.0,1
SKU0081,BRAND001,Cat01,BILL10035,Store 6,2017-01-24,Sale,50.0,50.0,1
SKU1064,BRAND011,Cat01,BILL10036,Store 6,2017-01-24,Sale,66.0,66.0,1
SKU0772,BRAND011,Cat01,BILL10037,Store 6,2017-01-24,Sale,52.0,52.0,1
SKU0204,BRAND001,Cat01,BILL10038,Store 6,2017-01-24,Sale,56.67,56.67,1
SKU2735,BRAND032,Cat01,BILL10039,Store 6,2017-01-24,Sale,82.67,82.67,1
SKU2735,BRAND032,Cat01,BILL10039,Store 6,2017-01-24,Sale,78.67,78.67,1
SKU0280,BRAND005,Cat01,BILL10039,Store 6,2017-01-24,Sale,78.67,78.67,1
SKU2736,BRAND032,Cat01,BILL10039,Store 6,2017-01-24,Sale,72.0,72.0,1
SKU2736,BRAND032,Cat01,BILL10039,Store 6,2017-01-24,Sale,72.0,72.0,1
SKU2737,BRAND032,Cat01,BILL10039,Store 6,2017-01-24,Sale,20.67,20.67,1
SKU2738,BRAND032,Cat01,BILL10039,Store 6,2017-01-24,Sale,20.67,20.67,1
SKU0289,BRAND003,Cat01,BILL10040,Store 6,2017-01-24,Sale,86.67,86.67,1
